First _Name,Last_Name,Company,Mobile,Country,Job_Title,Industry,Company_Size,Last_Activity_Days,Web_Engagement_Score
Defective Lead 7914,Lead7914,Company 1109,,USA,,IT,1000,180,
Defective Lead 7915,Lead7915,Company 1253,+91 98765 43210,USA,CTO,Healthcare,,30,90
Defective Lead 7916,Lead7916,Company 285,0044 7700 900123,,CTO,Finance,5,3,
Defective Lead 7917,Lead7917,Company 1440,0091-9876543210,44,Director,Healthcare,,7,0
Defective Lead 7918,Lead7918,Company 113,(415) 555-2671,91,Director,Healthcare,500,180,
Defective Lead 7919,Lead7919,Company 274,0044 7700 900123,U.K,Intern,,,3,
Defective Lead 7920,Lead7920,Company 1537,+91 98765 43210,44,Intern,,,,70
Defective Lead 7921,Lead7921,Company 1749,,,CEO,Manufacturing,500,15,30
Defective Lead 7922,Lead7922,Company 817,,IN,,,1000,90,10
Defective Lead 7923,Lead7923,Company 669,0044 7700 900123,IND,,,500,3,30
Defective Lead 7924,Lead7924,Company 764,(415) 555-2671,,CEO,IT,1000,1,10
Defective Lead 7925,Lead7925,Company 719,(415) 555-2671,IND,CTO,Finance,1000,,30
Defective Lead 7926,Lead7926,Company 804,+44 7700 900123,US,Intern,Healthcare,,,
Defective Lead 7927,Lead7927,Company 391,9876543210,91,,,50,3,90
Defective Lead 7928,Lead7928,Company 53,4155552671,U.K,CTO,Healthcare,1000,15,90
Defective Lead 7929,Lead7929,Company 57,4155552671,USA,Director,,5,15,10
Defective Lead 7930,Lead7930,Company 1531,+91 98765 43210,India,Manager,Healthcare,,,90
Defective Lead 7931,Lead7931,Company 214,9876543210,UK,CEO,,5,180,30
Defective Lead 7932,Lead7932,Company 1612,,IN,VP Sales,Manufacturing,,,30
Defective Lead 7933,Lead7933,Company 70,,91,Manager,,500,1,70
Defective Lead 7934,Lead7934,Company 1972,,USA,Manager,,500,180,5
Defective Lead 7935,Lead7935,Company 1677,,,Manager,IT,,90,10
Defective Lead 7936,Lead7936,Company 874,,,Director,,,15,
Defective Lead 7937,Lead7937,Company 1248,4155552671,IN,VP Sales,,1000,,70
Defective Lead 7938,Lead7938,Company 1491,4155552671,,,,,3,70
Defective Lead 7939,Lead7939,Company 1175,+44 7700 900123,US,,Healthcare,20,1,0
Defective Lead 7940,Lead7940,Company 203,,91,CTO,Manufacturing,1000,,0
Defective Lead 7941,Lead7941,Company 323,0044 7700 900123,IND,,Manufacturing,50,90,10
Defective Lead 7942,Lead7942,Company 1483,,44,VP Sales,IT,,3,90
Defective Lead 7943,Lead7943,Company 1492,,USA,,IT,1000,3,5
Defective Lead 7944,Lead7944,Company 290,(415) 555-2671,IN,CEO,,,30,5
Defective Lead 7945,Lead7945,Company 109,0044 7700 900123,IND,,Finance,,90,0
Defective Lead 7946,Lead7946,Company 1518,4155552671,USA,Manager,IT,1000,30,0
Defective Lead 7947,Lead7947,Company 990,4155552671,India,CEO,Healthcare,50,90,5
Defective Lead 7948,Lead7948,Company 1276,0091-9876543210,US,Intern,IT,200,15,70
Defective Lead 7949,Lead7949,Company 70,0091-9876543210,IND,CTO,Manufacturing,5,1,90
Defective Lead 7950,Lead7950,Company 693,,UK,Director,IT,,180,30
Defective Lead 7951,Lead7951,Company 231,4155552671,USA,CTO,IT,,15,
Defective Lead 7952,Lead7952,Company 11,+44 7700 900123,IND,CTO,,,,90
Defective Lead 7953,Lead7953,Company 1809,,United States,Manager,Finance,500,,
Defective Lead 7954,Lead7954,Company 1367,,91,CTO,Finance,500,180,70
Defective Lead 7955,Lead7955,Company 1322,+91 98765 43210,IND,Director,,,1,30
Defective Lead 7956,Lead7956,Company 1423,,India,VP Sales,,500,30,30
Defective Lead 7957,Lead7957,Company 1025,0044 7700 900123,India,Intern,Manufacturing,20,180,70
Defective Lead 7958,Lead7958,Company 1214,0091-9876543210,US,Intern,Healthcare,50,3,70
Defective Lead 7959,Lead7959,Company 1407,0091-9876543210,44,CTO,Healthcare,5,15,10
Defective Lead 7960,Lead7960,Company 1437,+91 98765 43210,United States,Manager,,1000,,90
Defective Lead 7961,Lead7961,Company 184,+44 7700 900123,,VP Sales,Healthcare,50,,30
Defective Lead 7962,Lead7962,Company 92,9876543210,US,,Healthcare,,90,0
Defective Lead 7963,Lead7963,Company 1991,+91 98765 43210,44,Intern,Finance,,7,5
Defective Lead 7964,Lead7964,Company 654,+91 98765 43210,USA,Director,Finance,1000,1,
Defective Lead 7965,Lead7965,Company 1586,+91 98765 43210,USA,,Healthcare,1000,30,0
Defective Lead 7966,Lead7966,Company 168,0091-9876543210,UK,,,50,1,70
Defective Lead 7967,Lead7967,Company 1863,+91 98765 43210,India,,Healthcare,,90,10
Defective Lead 7968,Lead7968,Company 1977,(415) 555-2671,India,Director,IT,500,,90
Defective Lead 7969,Lead7969,Company 1496,+44 7700 900123,IN,CTO,Finance,1000,3,30
Defective Lead 7970,Lead7970,Company 1618,,US,VP Sales,,200,30,0
Defective Lead 7971,Lead7971,Company 1943,0044 7700 900123,India,Manager,,5,7,10
Defective Lead 7972,Lead7972,Company 164,0044 7700 900123,India,CEO,IT,5,90,0
Defective Lead 7973,Lead7973,Company 422,+44 7700 900123,91,,,1000,,30
Defective Lead 7974,Lead7974,Company 1195,0044 7700 900123,,,Healthcare,20,7,10
Defective Lead 7975,Lead7975,Company 53,,UK,,,5,3,
Defective Lead 7976,Lead7976,Company 30,,US,,,500,7,5
Defective Lead 7977,Lead7977,Company 1132,,U.K,,Manufacturing,50,,30
Defective Lead 7978,Lead7978,Company 1590,+91 98765 43210,India,,IT,50,180,70
Defective Lead 7979,Lead7979,Company 1185,(415) 555-2671,,Intern,IT,500,30,
Defective Lead 7980,Lead7980,Company 1044,9876543210,44,Intern,,20,3,
Defective Lead 7981,Lead7981,Company 920,+91 98765 43210,United States,,Finance,,180,90
Defective Lead 7982,Lead7982,Company 1663,(415) 555-2671,India,,Healthcare,200,30,5
Defective Lead 7983,Lead7983,Company 55,9876543210,USA,CTO,,,30,30
Defective Lead 7984,Lead7984,Company 1019,0091-9876543210,,CTO,Finance,,3,5
Defective Lead 7985,Lead7985,Company 1177,,IN,Director,Healthcare,50,,
Defective Lead 7986,Lead7986,Company 1374,0091-9876543210,IND,VP Sales,,20,90,90
Defective Lead 7987,Lead7987,Company 913,,UK,,Healthcare,,3,30
Defective Lead 7988,Lead7988,Company 1874,,91,Manager,Healthcare,200,3,70
Defective Lead 7989,Lead7989,Company 66,+91 98765 43210,United States,CEO,Healthcare,500,15,5
Defective Lead 7990,Lead7990,Company 1749,0091-9876543210,United States,Manager,,20,1,70
Defective Lead 7991,Lead7991,Company 530,(415) 555-2671,IN,,Manufacturing,5,3,90
Defective Lead 7992,Lead7992,Company 101,4155552671,91,,Healthcare,20,,5
Defective Lead 7993,Lead7993,Company 1411,4155552671,US,Manager,Healthcare,20,180,10
Defective Lead 7994,Lead7994,Company 1013,,IN,,,,1,30
Defective Lead 7995,Lead7995,Company 1860,+91 98765 43210,44,CTO,Manufacturing,50,1,70
Defective Lead 7996,Lead7996,Company 1972,+91 98765 43210,U.K,,,1000,1,10
Defective Lead 7997,Lead7997,Company 279,4155552671,44,,,500,3,0
Defective Lead 7998,Lead7998,Company 234,,USA,CTO,Healthcare,50,,30
Defective Lead 7999,Lead7999,Company 846,9876543210,44,,Healthcare,200,180,30
Defective Lead 8000,Lead8000,Company 1962,,UK,VP Sales,Finance,200,180,10
Defective Lead 8001,Lead8001,Company 1213,(415) 555-2671,IND,Manager,Finance,1000,1,30
Defective Lead 8002,Lead8002,Company 1849,(415) 555-2671,,,,20,30,0
Defective Lead 8003,Lead8003,Company 1226,+91 98765 43210,US,,Finance,50,1,
Defective Lead 8004,Lead8004,Company 1932,4155552671,44,Intern,Finance,1000,180,0
Defective Lead 8005,Lead8005,Company 1849,+91 98765 43210,United States,Intern,Healthcare,,180,70
Defective Lead 8006,Lead8006,Company 1810,4155552671,UK,Intern,IT,1000,180,90
Defective Lead 8007,Lead8007,Company 1774,,U.K,CEO,,1000,7,10
Defective Lead 8008,Lead8008,Company 312,,India,,,5,1,5
Defective Lead 8009,Lead8009,Company 1689,+44 7700 900123,US,,Finance,200,7,10
Defective Lead 8010,Lead8010,Company 1329,,IN,CTO,,200,7,30
Defective Lead 8011,Lead8011,Company 333,0044 7700 900123,,CEO,Finance,1000,90,0
Defective Lead 8012,Lead8012,Company 1658,0044 7700 900123,IND,Manager,Manufacturing,20,7,10
Defective Lead 8013,Lead8013,Company 152,0044 7700 900123,UK,VP Sales,Manufacturing,50,180,10
Defective Lead 8014,Lead8014,Company 220,(415) 555-2671,U.K,CTO,IT,20,90,90
Defective Lead 8015,Lead8015,Company 699,,IN,Manager,Healthcare,,180,
Defective Lead 8016,Lead8016,Company 132,4155552671,USA,,Manufacturing,5,3,70
Defective Lead 8017,Lead8017,Company 176,+44 7700 900123,UK,Director,Healthcare,5,15,30
Defective Lead 8018,Lead8018,Company 1695,,USA,Manager,Finance,50,3,70
Defective Lead 8019,Lead8019,Company 1402,,US,Director,,500,7,10
Defective Lead 8020,Lead8020,Company 46,(415) 555-2671,,CEO,IT,,90,10
Defective Lead 8021,Lead8021,Company 814,+91 98765 43210,44,,,1000,3,5
Defective Lead 8022,Lead8022,Company 703,,USA,,Finance,20,15,
Defective Lead 8023,Lead8023,Company 251,4155552671,United States,Director,Healthcare,1000,90,0
Defective Lead 8024,Lead8024,Company 557,,IND,CEO,Healthcare,200,7,
Defective Lead 8025,Lead8025,Company 1785,,91,CEO,Finance,,1,10
Defective Lead 8026,Lead8026,Company 1811,9876543210,,VP Sales,Healthcare,50,15,5
Defective Lead 8027,Lead8027,Company 1500,9876543210,IN,Intern,,200,30,5
Defective Lead 8028,Lead8028,Company 1147,,USA,,,1000,3,0
Defective Lead 8029,Lead8029,Company 1251,9876543210,IN,VP Sales,,,15,0
Defective Lead 8030,Lead8030,Company 148,+44 7700 900123,United States,Director,Finance,,180,10
Defective Lead 8031,Lead8031,Company 1123,9876543210,44,,Manufacturing,200,7,90
Defective Lead 8032,Lead8032,Company 295,,IND,CTO,,,90,
Defective Lead 8033,Lead8033,Company 1769,0091-9876543210,USA,CTO,IT,5,3,5
Defective Lead 8034,Lead8034,Company 1103,0044 7700 900123,U.K,CEO,Finance,500,7,10
Defective Lead 8035,Lead8035,Company 1032,,U.K,CTO,IT,,90,0
Defective Lead 8036,Lead8036,Company 1370,9876543210,,CEO,Manufacturing,200,30,10
Defective Lead 8037,Lead8037,Company 1495,0044 7700 900123,India,VP Sales,Healthcare,,15,0
Defective Lead 8038,Lead8038,Company 154,+44 7700 900123,U.K,CTO,Healthcare,200,,
Defective Lead 8039,Lead8039,Company 1383,+91 98765 43210,,Manager,IT,1000,1,0
Defective Lead 8040,Lead8040,Company 930,+91 98765 43210,UK,Director,,20,7,10
Defective Lead 8041,Lead8041,Company 1042,4155552671,U.K,,,20,,0
Defective Lead 8042,Lead8042,Company 1510,+91 98765 43210,,Manager,Healthcare,20,180,0
Defective Lead 8043,Lead8043,Company 771,(415) 555-2671,,CEO,,1000,180,
Defective Lead 8044,Lead8044,Company 304,(415) 555-2671,IND,CTO,,50,90,90
Defective Lead 8045,Lead8045,Company 1553,9876543210,IND,,Healthcare,,,
Defective Lead 8046,Lead8046,Company 696,0044 7700 900123,,VP Sales,,,3,5
Defective Lead 8047,Lead8047,Company 1555,+91 98765 43210,44,CTO,,5,15,0
Defective Lead 8048,Lead8048,Company 1148,4155552671,India,VP Sales,Healthcare,20,15,90
Defective Lead 8049,Lead8049,Company 1528,9876543210,U.K,,Manufacturing,1000,3,5
Defective Lead 8050,Lead8050,Company 899,+91 98765 43210,91,,Finance,500,1,5
Defective Lead 8051,Lead8051,Company 1208,9876543210,U.K,Intern,,20,,30
Defective Lead 8052,Lead8052,Company 194,0044 7700 900123,USA,Intern,,500,30,30
Defective Lead 8053,Lead8053,Company 1242,9876543210,USA,CTO,IT,1000,,0
Defective Lead 8054,Lead8054,Company 986,0044 7700 900123,U.K,Manager,Manufacturing,20,180,90
Defective Lead 8055,Lead8055,Company 736,+44 7700 900123,IND,,,50,30,
Defective Lead 8056,Lead8056,Company 949,4155552671,44,Director,Finance,,90,0
Defective Lead 8057,Lead8057,Company 223,0044 7700 900123,U.K,CEO,IT,,90,5
Defective Lead 8058,Lead8058,Company 987,,91,,IT,,90,30
Defective Lead 8059,Lead8059,Company 1133,4155552671,,,Healthcare,200,15,0
Defective Lead 8060,Lead8060,Company 1786,+44 7700 900123,91,VP Sales,Healthcare,1000,3,90
Defective Lead 8061,Lead8061,Company 619,+91 98765 43210,U.K,,Manufacturing,,30,10
Defective Lead 8062,Lead8062,Company 831,,,,IT,500,7,70
Defective Lead 8063,Lead8063,Company 1709,,44,Director,Healthcare,20,30,5
Defective Lead 8064,Lead8064,Company 949,0091-9876543210,India,,Healthcare,5,,0
Defective Lead 8065,Lead8065,Company 1227,0091-9876543210,US,Intern,Manufacturing,200,3,70
Defective Lead 8066,Lead8066,Company 1533,0044 7700 900123,IND,,,1000,1,0
Defective Lead 8067,Lead8067,Company 1299,,,Intern,Healthcare,,90,70
Defective Lead 8068,Lead8068,Company 1897,0044 7700 900123,UK,CTO,,500,15,5
Defective Lead 8069,Lead8069,Company 1087,9876543210,UK,,IT,20,,90
Defective Lead 8070,Lead8070,Company 640,+91 98765 43210,91,Intern,Finance,,90,5
Defective Lead 8071,Lead8071,Company 1831,+91 98765 43210,US,Director,Finance,50,1,
Defective Lead 8072,Lead8072,Company 332,+91 98765 43210,U.K,Intern,Manufacturing,200,30,10
Defective Lead 8073,Lead8073,Company 560,4155552671,IND,CEO,Manufacturing,50,30,10
Defective Lead 8074,Lead8074,Company 463,+91 98765 43210,India,Director,,1000,,0
Defective Lead 8075,Lead8075,Company 491,4155552671,,CTO,Healthcare,50,180,
Defective Lead 8076,Lead8076,Company 1034,+91 98765 43210,U.K,Manager,,20,15,10
Defective Lead 8077,Lead8077,Company 273,,,CTO,,,7,30
Defective Lead 8078,Lead8078,Company 654,+91 98765 43210,US,VP Sales,Manufacturing,1000,90,30
Defective Lead 8079,Lead8079,Company 1105,9876543210,UK,VP Sales,,,1,0
Defective Lead 8080,Lead8080,Company 1897,,IND,Intern,Manufacturing,1000,3,10
Defective Lead 8081,Lead8081,Company 970,+44 7700 900123,US,VP Sales,,,,90
Defective Lead 8082,Lead8082,Company 1690,0091-9876543210,IN,CEO,Healthcare,1000,90,90
Defective Lead 8083,Lead8083,Company 1212,,United States,Director,Manufacturing,,30,90
Defective Lead 8084,Lead8084,Company 1488,,India,Manager,,50,7,10
Defective Lead 8085,Lead8085,Company 798,(415) 555-2671,IND,,IT,20,7,70
Defective Lead 8086,Lead8086,Company 1628,0044 7700 900123,91,CEO,Finance,500,7,0
Defective Lead 8087,Lead8087,Company 285,+44 7700 900123,IND,CTO,Manufacturing,20,15,5
Defective Lead 8088,Lead8088,Company 66,4155552671,India,Director,Manufacturing,200,180,70
Defective Lead 8089,Lead8089,Company 1442,9876543210,IN,CEO,Healthcare,50,90,5
Defective Lead 8090,Lead8090,Company 1236,4155552671,USA,Intern,Manufacturing,500,30,0
Defective Lead 8091,Lead8091,Company 1913,4155552671,India,Intern,Healthcare,1000,15,
Defective Lead 8092,Lead8092,Company 632,,U.K,,Healthcare,50,30,30
Defective Lead 8093,Lead8093,Company 1032,,,CEO,IT,,,
Defective Lead 8094,Lead8094,Company 840,,US,VP Sales,Finance,500,180,70
Defective Lead 8095,Lead8095,Company 519,0044 7700 900123,United States,Director,Manufacturing,500,7,0
Defective Lead 8096,Lead8096,Company 1341,+44 7700 900123,IN,Director,Healthcare,200,90,70
Defective Lead 8097,Lead8097,Company 654,4155552671,U.K,Director,,5,3,90
Defective Lead 8098,Lead8098,Company 1181,9876543210,,CTO,Finance,500,15,10
Defective Lead 8099,Lead8099,Company 1929,9876543210,91,,,,15,30
Defective Lead 8100,Lead8100,Company 983,9876543210,91,Manager,Healthcare,1000,,70
Defective Lead 8101,Lead8101,Company 907,0091-9876543210,US,,Manufacturing,,30,5
Defective Lead 8102,Lead8102,Company 923,0044 7700 900123,USA,CEO,Healthcare,200,1,70
Defective Lead 8103,Lead8103,Company 2,,,Director,Finance,1000,,10
Defective Lead 8104,Lead8104,Company 1802,(415) 555-2671,,,Manufacturing,5,1,
Defective Lead 8105,Lead8105,Company 1276,9876543210,UK,CEO,Manufacturing,,7,90
Defective Lead 8106,Lead8106,Company 37,+91 98765 43210,USA,CEO,,20,7,5
Defective Lead 8107,Lead8107,Company 1254,+44 7700 900123,IND,,IT,500,90,30
Defective Lead 8108,Lead8108,Company 1542,9876543210,USA,,,200,180,
Defective Lead 8109,Lead8109,Company 1156,,,,Healthcare,,90,90
Defective Lead 8110,Lead8110,Company 1458,0044 7700 900123,91,CEO,,200,,30
Defective Lead 8111,Lead8111,Company 1592,4155552671,U.K,Manager,Healthcare,1000,,5
Defective Lead 8112,Lead8112,Company 1668,,,CTO,,,7,70
Defective Lead 8113,Lead8113,Company 1346,0091-9876543210,,VP Sales,Healthcare,,15,0
Defective Lead 8114,Lead8114,Company 436,+91 98765 43210,United States,VP Sales,,20,7,0
Defective Lead 8115,Lead8115,Company 411,+91 98765 43210,UK,Manager,Finance,20,90,30
Defective Lead 8116,Lead8116,Company 42,0091-9876543210,,CTO,Manufacturing,200,15,0
Defective Lead 8117,Lead8117,Company 583,9876543210,IN,CTO,IT,1000,,30
Defective Lead 8118,Lead8118,Company 294,0044 7700 900123,US,,,5,180,70
Defective Lead 8119,Lead8119,Company 1827,,USA,CEO,,200,,0
Defective Lead 8120,Lead8120,Company 521,9876543210,IND,,,500,7,70
Defective Lead 8121,Lead8121,Company 1610,4155552671,,,Finance,20,,5
Defective Lead 8122,Lead8122,Company 1312,(415) 555-2671,United States,Intern,Healthcare,,,10
Defective Lead 8123,Lead8123,Company 615,0091-9876543210,91,CEO,Manufacturing,50,15,70
Defective Lead 8124,Lead8124,Company 423,(415) 555-2671,44,,Finance,,180,30
Defective Lead 8125,Lead8125,Company 1098,0044 7700 900123,IN,Intern,Finance,500,180,70
Defective Lead 8126,Lead8126,Company 1570,0091-9876543210,IND,VP Sales,IT,1000,90,0
Defective Lead 8127,Lead8127,Company 1505,,IND,Manager,Manufacturing,20,90,5
Defective Lead 8128,Lead8128,Company 1362,(415) 555-2671,U.K,CEO,,1000,1,5
Defective Lead 8129,Lead8129,Company 1406,0044 7700 900123,,,Manufacturing,,7,5
Defective Lead 8130,Lead8130,Company 1906,+44 7700 900123,IND,,,20,30,0
Defective Lead 8131,Lead8131,Company 729,,USA,VP Sales,IT,5,180,0
Defective Lead 8132,Lead8132,Company 1455,,USA,CTO,,500,180,30
Defective Lead 8133,Lead8133,Company 951,4155552671,US,Intern,Finance,200,3,5
Defective Lead 8134,Lead8134,Company 1287,+91 98765 43210,IN,VP Sales,,20,,30
Defective Lead 8135,Lead8135,Company 796,(415) 555-2671,US,,Healthcare,20,180,10
Defective Lead 8136,Lead8136,Company 504,4155552671,IND,Director,,1000,1,70
Defective Lead 8137,Lead8137,Company 1394,(415) 555-2671,91,,,5,180,70
Defective Lead 8138,Lead8138,Company 1888,9876543210,USA,CTO,,1000,90,0
Defective Lead 8139,Lead8139,Company 1114,(415) 555-2671,India,Intern,,1000,,5
Defective Lead 8140,Lead8140,Company 332,,USA,,,500,7,70
Defective Lead 8141,Lead8141,Company 1116,(415) 555-2671,91,CTO,Manufacturing,500,1,30
Defective Lead 8142,Lead8142,Company 54,(415) 555-2671,India,Manager,,20,15,10
Defective Lead 8143,Lead8143,Company 46,9876543210,IN,Director,,,3,10
Defective Lead 8144,Lead8144,Company 1484,+91 98765 43210,USA,,Healthcare,500,15,10
Defective Lead 8145,Lead8145,Company 316,9876543210,UK,,,200,7,5
Defective Lead 8146,Lead8146,Company 1461,0044 7700 900123,US,Director,Finance,5,1,90
Defective Lead 8147,Lead8147,Company 1386,(415) 555-2671,USA,,Finance,20,180,70
Defective Lead 8148,Lead8148,Company 1310,4155552671,US,,Healthcare,5,1,70
Defective Lead 8149,Lead8149,Company 1553,(415) 555-2671,India,Intern,,200,,30
Defective Lead 8150,Lead8150,Company 1649,4155552671,,,IT,500,90,70
Defective Lead 8151,Lead8151,Company 1563,,IN,CTO,Healthcare,,3,90
Defective Lead 8152,Lead8152,Company 438,0091-9876543210,USA,,IT,20,15,10
Defective Lead 8153,Lead8153,Company 592,9876543210,91,Manager,,500,90,5
Defective Lead 8154,Lead8154,Company 138,+91 98765 43210,US,,,,,70
Defective Lead 8155,Lead8155,Company 47,(415) 555-2671,IN,Director,Finance,,15,90
Defective Lead 8156,Lead8156,Company 1875,4155552671,44,CTO,,,,
Defective Lead 8157,Lead8157,Company 1436,+91 98765 43210,44,CTO,,1000,3,
Defective Lead 8158,Lead8158,Company 951,4155552671,,,Healthcare,20,1,
Defective Lead 8159,Lead8159,Company 744,(415) 555-2671,IND,Intern,,200,90,70
Defective Lead 8160,Lead8160,Company 192,0044 7700 900123,US,CEO,,200,1,10
Defective Lead 8161,Lead8161,Company 1338,,USA,,Healthcare,20,7,70
Defective Lead 8162,Lead8162,Company 557,(415) 555-2671,,Director,Manufacturing,,15,70
Defective Lead 8163,Lead8163,Company 1093,,India,VP Sales,IT,500,180,
Defective Lead 8164,Lead8164,Company 1635,+91 98765 43210,44,,,5,90,5
Defective Lead 8165,Lead8165,Company 1843,9876543210,U.K,Manager,,500,15,10
Defective Lead 8166,Lead8166,Company 1635,0044 7700 900123,UK,,,,15,0
Defective Lead 8167,Lead8167,Company 52,+44 7700 900123,UK,VP Sales,Healthcare,20,180,70
Defective Lead 8168,Lead8168,Company 1009,,91,CTO,IT,,7,10
Defective Lead 8169,Lead8169,Company 757,4155552671,IN,CEO,IT,,1,0
Defective Lead 8170,Lead8170,Company 1908,,U.K,,Finance,50,90,5
Defective Lead 8171,Lead8171,Company 890,+91 98765 43210,91,Director,Finance,20,30,5
Defective Lead 8172,Lead8172,Company 1681,0044 7700 900123,United States,Manager,Healthcare,200,90,10
Defective Lead 8173,Lead8173,Company 927,0044 7700 900123,44,CEO,Finance,20,90,30
Defective Lead 8174,Lead8174,Company 565,,44,Director,,,7,90
Defective Lead 8175,Lead8175,Company 453,+91 98765 43210,United States,Manager,,20,7,
Defective Lead 8176,Lead8176,Company 1845,9876543210,USA,,IT,200,30,0
Defective Lead 8177,Lead8177,Company 1666,,,Manager,,,3,0
Defective Lead 8178,Lead8178,Company 1759,(415) 555-2671,UK,Director,Healthcare,500,,90
Defective Lead 8179,Lead8179,Company 683,,UK,CEO,Healthcare,50,90,
Defective Lead 8180,Lead8180,Company 1193,9876543210,US,Intern,Healthcare,,180,
Defective Lead 8181,Lead8181,Company 780,+44 7700 900123,US,,,200,3,10
Defective Lead 8182,Lead8182,Company 1221,(415) 555-2671,44,Manager,Manufacturing,,15,5
Defective Lead 8183,Lead8183,Company 966,0044 7700 900123,IND,Manager,Manufacturing,5,,5
Defective Lead 8184,Lead8184,Company 940,,91,,Finance,500,,70
Defective Lead 8185,Lead8185,Company 1047,(415) 555-2671,USA,,Manufacturing,20,1,5
Defective Lead 8186,Lead8186,Company 1655,9876543210,IN,Director,,1000,3,
Defective Lead 8187,Lead8187,Company 714,,US,Director,,,90,90
Defective Lead 8188,Lead8188,Company 235,0044 7700 900123,,,,,15,30
Defective Lead 8189,Lead8189,Company 1841,+91 98765 43210,IND,,Healthcare,200,,
Defective Lead 8190,Lead8190,Company 1529,,India,,Finance,5,7,70
Defective Lead 8191,Lead8191,Company 1203,9876543210,India,CEO,Healthcare,,,90
Defective Lead 8192,Lead8192,Company 1873,9876543210,IN,Intern,IT,500,180,0
Defective Lead 8193,Lead8193,Company 1424,+44 7700 900123,44,VP Sales,Healthcare,5,7,
Defective Lead 8194,Lead8194,Company 1230,,United States,CTO,,50,1,30
Defective Lead 8195,Lead8195,Company 459,(415) 555-2671,91,CTO,Healthcare,50,180,
Defective Lead 8196,Lead8196,Company 1645,,IN,Intern,Finance,500,3,
Defective Lead 8197,Lead8197,Company 242,,US,VP Sales,IT,1000,90,10
Defective Lead 8198,Lead8198,Company 299,4155552671,US,,,1000,1,30
Defective Lead 8199,Lead8199,Company 1265,0091-9876543210,44,CEO,Healthcare,,1,5
Defective Lead 8200,Lead8200,Company 1286,,U.K,Director,,200,3,10
Defective Lead 8201,Lead8201,Company 903,0091-9876543210,UK,Director,Healthcare,5,,90
Defective Lead 8202,Lead8202,Company 1086,0044 7700 900123,,Director,Manufacturing,,7,
Defective Lead 8203,Lead8203,Company 975,(415) 555-2671,91,VP Sales,,1000,7,30
Defective Lead 8204,Lead8204,Company 1539,+44 7700 900123,UK,VP Sales,Finance,1000,90,10
Defective Lead 8205,Lead8205,Company 203,(415) 555-2671,India,Intern,Manufacturing,20,180,
Defective Lead 8206,Lead8206,Company 72,+44 7700 900123,USA,Director,IT,200,3,70
Defective Lead 8207,Lead8207,Company 776,0044 7700 900123,IN,CEO,IT,50,1,90
Defective Lead 8208,Lead8208,Company 721,4155552671,USA,,,1000,3,90
Defective Lead 8209,Lead8209,Company 200,(415) 555-2671,,VP Sales,Finance,20,1,70
Defective Lead 8210,Lead8210,Company 769,9876543210,44,CEO,Manufacturing,50,180,90
Defective Lead 8211,Lead8211,Company 1224,(415) 555-2671,,CTO,Finance,20,180,70
Defective Lead 8212,Lead8212,Company 737,9876543210,USA,CEO,Healthcare,500,90,30
Defective Lead 8213,Lead8213,Company 772,(415) 555-2671,IND,Manager,,500,7,30
Defective Lead 8214,Lead8214,Company 1305,0091-9876543210,UK,CEO,Healthcare,500,90,
Defective Lead 8215,Lead8215,Company 1285,0091-9876543210,,CEO,Manufacturing,1000,1,90
Defective Lead 8216,Lead8216,Company 1882,,44,VP Sales,,20,3,90
Defective Lead 8217,Lead8217,Company 1517,,US,,,5,3,70
Defective Lead 8218,Lead8218,Company 1199,9876543210,44,Intern,Finance,1000,,70
Defective Lead 8219,Lead8219,Company 1726,,IN,VP Sales,IT,1000,3,70
Defective Lead 8220,Lead8220,Company 377,(415) 555-2671,IN,Manager,IT,200,15,0
Defective Lead 8221,Lead8221,Company 1064,9876543210,,Intern,IT,,30,90
Defective Lead 8222,Lead8222,Company 1211,(415) 555-2671,U.K,Director,Manufacturing,500,3,0
Defective Lead 8223,Lead8223,Company 641,4155552671,USA,CTO,,1000,3,10
Defective Lead 8224,Lead8224,Company 509,9876543210,,CEO,,1000,180,0
Defective Lead 8225,Lead8225,Company 1119,0091-9876543210,UK,Intern,Healthcare,,3,70
Defective Lead 8226,Lead8226,Company 1729,0091-9876543210,U.K,Intern,,50,1,
Defective Lead 8227,Lead8227,Company 1345,,IN,Manager,,500,7,30
Defective Lead 8228,Lead8228,Company 1618,,US,VP Sales,Finance,20,15,5
Defective Lead 8229,Lead8229,Company 1721,+44 7700 900123,,VP Sales,Healthcare,20,7,10
Defective Lead 8230,Lead8230,Company 520,(415) 555-2671,India,Director,IT,,15,
Defective Lead 8231,Lead8231,Company 233,+91 98765 43210,91,,,200,30,90
Defective Lead 8232,Lead8232,Company 422,+44 7700 900123,,,Healthcare,,15,10
Defective Lead 8233,Lead8233,Company 1234,,91,,IT,50,90,70
Defective Lead 8234,Lead8234,Company 856,+44 7700 900123,UK,Manager,,500,1,
Defective Lead 8235,Lead8235,Company 1547,0044 7700 900123,IND,VP Sales,IT,50,7,
Defective Lead 8236,Lead8236,Company 1680,0091-9876543210,United States,VP Sales,,5,15,70
Defective Lead 8237,Lead8237,Company 1658,+44 7700 900123,U.K,CEO,IT,20,30,30
Defective Lead 8238,Lead8238,Company 693,4155552671,IND,VP Sales,,,1,90
Defective Lead 8239,Lead8239,Company 1351,(415) 555-2671,USA,,Finance,20,,0
